CenterPos,HKU9,Eidolon_helvum,Alternate,Alternate_ID,Query
481,0.35,0.14,0.19,Rousettus_madagascariensis,Pteropus_rufus
501,0.33,0.17,0.18,Rousettus_madagascariensis,Pteropus_rufus
521,0.33,0.18,0.17,Rousettus_madagascariensis,Pteropus_rufus
541,0.17,0.07,0.09,Rousettus_madagascariensis,Pteropus_rufus
561,0.11,-0.05,-0.02,Rousettus_madagascariensis,Pteropus_rufus
581,0.21,0.05,0.1,Rousettus_madagascariensis,Pteropus_rufus
601,0.17,0.01,0.04,Rousettus_madagascariensis,Pteropus_rufus
621,0.03,-0.2,0.03,Rousettus_madagascariensis,Pteropus_rufus
641,0.12,0.02,0.22,Rousettus_madagascariensis,Pteropus_rufus
661,0.06,-0.19,0.14,Rousettus_madagascariensis,Pteropus_rufus
681,0.07,-0.16,0.22,Rousettus_madagascariensis,Pteropus_rufus
701,-0.01,-0.34,0.17,Rousettus_madagascariensis,Pteropus_rufus
721,0.07,-0.24,0.18,Rousettus_madagascariensis,Pteropus_rufus
741,0.07,-0.12,0.23,Rousettus_madagascariensis,Pteropus_rufus
761,0.08,0.06,0.33,Rousettus_madagascariensis,Pteropus_rufus
781,0.12,-0.12,0.2,Rousettus_madagascariensis,Pteropus_rufus
801,0.03,-0.14,0.2,Rousettus_madagascariensis,Pteropus_rufus
821,0.14,-0.12,0.08,Rousettus_madagascariensis,Pteropus_rufus
841,0.07,-0.22,-0.07,Rousettus_madagascariensis,Pteropus_rufus
861,0.17,-0.1,0.02,Rousettus_madagascariensis,Pteropus_rufus
881,0.2,0.04,0.03,Rousettus_madagascariensis,Pteropus_rufus
901,0.17,-0.05,-0.02,Rousettus_madagascariensis,Pteropus_rufus
921,0.12,-0.1,-0.07,Rousettus_madagascariensis,Pteropus_rufus
941,0.13,-0.16,-0.11,Rousettus_madagascariensis,Pteropus_rufus
961,0.13,-0.26,-0.18,Rousettus_madagascariensis,Pteropus_rufus
981,0.01,-0.18,-0.11,Rousettus_madagascariensis,Pteropus_rufus
1001,0.06,-0.08,-0.05,Rousettus_madagascariensis,Pteropus_rufus
1021,0.08,-0.01,0.02,Rousettus_madagascariensis,Pteropus_rufus
1041,0.09,-0.01,0.06,Rousettus_madagascariensis,Pteropus_rufus
1061,-0.06,-0.06,-0.01,Rousettus_madagascariensis,Pteropus_rufus
1081,-0.19,-0.23,-0.12,Rousettus_madagascariensis,Pteropus_rufus
1101,-0.23,-0.14,-0.09,Rousettus_madagascariensis,Pteropus_rufus
1121,-0.24,-0.09,-0.03,Rousettus_madagascariensis,Pteropus_rufus
1141,-0.18,-0.04,-0.02,Rousettus_madagascariensis,Pteropus_rufus
1161,-0.17,0.09,0.1,Rousettus_madagascariensis,Pteropus_rufus
1181,-0.11,0.1,0.09,Rousettus_madagascariensis,Pteropus_rufus
1201,-0.14,0.14,0.13,Rousettus_madagascariensis,Pteropus_rufus
1221,-0.23,0.05,0.04,Rousettus_madagascariensis,Pteropus_rufus
1241,-0.04,0.11,0.07,Rousettus_madagascariensis,Pteropus_rufus
1261,-0.03,0.19,0.14,Rousettus_madagascariensis,Pteropus_rufus
1281,-0.02,0.21,0.13,Rousettus_madagascariensis,Pteropus_rufus
1301,0,0.17,0.09,Rousettus_madagascariensis,Pteropus_rufus
1321,-0.03,0.1,0.01,Rousettus_madagascariensis,Pteropus_rufus
1341,0.01,0.14,0.09,Rousettus_madagascariensis,Pteropus_rufus
1361,-0.06,0,-0.07,Rousettus_madagascariensis,Pteropus_rufus
1381,-0.04,-0.06,-0.13,Rousettus_madagascariensis,Pteropus_rufus
1401,-0.03,-0.15,-0.24,Rousettus_madagascariensis,Pteropus_rufus
1421,0.01,-0.05,-0.17,Rousettus_madagascariensis,Pteropus_rufus
1441,-0.12,0.04,-0.09,Rousettus_madagascariensis,Pteropus_rufus
1461,-0.09,-0.1,-0.19,Rousettus_madagascariensis,Pteropus_rufus
1481,-0.01,-0.17,-0.21,Rousettus_madagascariensis,Pteropus_rufus
1501,0.05,-0.16,-0.18,Rousettus_madagascariensis,Pteropus_rufus
1521,-0.1,-0.3,-0.28,Rousettus_madagascariensis,Pteropus_rufus
1541,-0.26,-0.47,-0.45,Rousettus_madagascariensis,Pteropus_rufus
1561,-0.33,-0.56,-0.53,Rousettus_madagascariensis,Pteropus_rufus
1581,-0.47,-0.44,-0.44,Rousettus_madagascariensis,Pteropus_rufus
1601,-0.48,-0.53,-0.48,Rousettus_madagascariensis,Pteropus_rufus
1621,-0.34,-0.45,-0.39,Rousettus_madagascariensis,Pteropus_rufus
1641,-0.42,-0.7,-0.72,Rousettus_madagascariensis,Pteropus_rufus
1661,-0.3,-0.48,-0.53,Rousettus_madagascariensis,Pteropus_rufus
1681,-0.27,-0.45,-0.48,Rousettus_madagascariensis,Pteropus_rufus
1701,-0.32,-0.29,-0.35,Rousettus_madagascariensis,Pteropus_rufus
1721,-0.13,-0.13,-0.23,Rousettus_madagascariensis,Pteropus_rufus
1741,-0.04,-0.13,-0.26,Rousettus_madagascariensis,Pteropus_rufus
1761,0.09,0.01,-0.1,Rousettus_madagascariensis,Pteropus_rufus
1781,0.26,-0.23,-0.33,Rousettus_madagascariensis,Pteropus_rufus
1801,0.23,-0.2,-0.31,Rousettus_madagascariensis,Pteropus_rufus
1821,0.01,-0.25,-0.29,Rousettus_madagascariensis,Pteropus_rufus
1841,0.1,-0.16,-0.11,Rousettus_madagascariensis,Pteropus_rufus
1861,0.07,-0.38,-0.33,Rousettus_madagascariensis,Pteropus_rufus
1881,-0.04,-0.39,-0.36,Rousettus_madagascariensis,Pteropus_rufus
1901,-0.04,-0.39,-0.36,Rousettus_madagascariensis,Pteropus_rufus
1921,-0.06,-0.6,-0.56,Rousettus_madagascariensis,Pteropus_rufus
1941,-0.2,-0.7,-0.66,Rousettus_madagascariensis,Pteropus_rufus
1961,-0.21,-1.22,-1.14,Rousettus_madagascariensis,Pteropus_rufus
1981,-0.38,-1.04,-0.89,Rousettus_madagascariensis,Pteropus_rufus
2001,-0.58,-1.29,-1.11,Rousettus_madagascariensis,Pteropus_rufus
2021,-0.2,-1.24,-1.16,Rousettus_madagascariensis,Pteropus_rufus
2041,-0.37,-2,-1.82,Rousettus_madagascariensis,Pteropus_rufus
2061,-0.93,-1.56,-1.46,Rousettus_madagascariensis,Pteropus_rufus
2081,-0.6,-1.17,-1.2,Rousettus_madagascariensis,Pteropus_rufus
2101,-0.74,-1.07,-1.05,Rousettus_madagascariensis,Pteropus_rufus
2121,-0.7,-1.03,-0.98,Rousettus_madagascariensis,Pteropus_rufus
2141,-0.45,-0.84,-0.94,Rousettus_madagascariensis,Pteropus_rufus
2161,-0.51,-0.53,-0.56,Rousettus_madagascariensis,Pteropus_rufus
2181,-0.51,-0.38,-0.48,Rousettus_madagascariensis,Pteropus_rufus
2201,-0.34,-0.42,-0.51,Rousettus_madagascariensis,Pteropus_rufus
2221,-0.28,-0.22,-0.33,Rousettus_madagascariensis,Pteropus_rufus
2241,-0.21,-0.13,-0.19,Rousettus_madagascariensis,Pteropus_rufus
2261,-0.17,-0.22,-0.27,Rousettus_madagascariensis,Pteropus_rufus
2281,-0.31,-0.31,-0.3,Rousettus_madagascariensis,Pteropus_rufus
2301,-0.26,-0.62,-0.67,Rousettus_madagascariensis,Pteropus_rufus
2321,-0.29,-0.59,-0.66,Rousettus_madagascariensis,Pteropus_rufus
2341,-0.53,-0.72,-0.54,Rousettus_madagascariensis,Pteropus_rufus
2361,-0.5,-0.65,-0.6,Rousettus_madagascariensis,Pteropus_rufus
2381,-0.36,-0.56,-0.46,Rousettus_madagascariensis,Pteropus_rufus
2401,-0.34,-0.38,-0.27,Rousettus_madagascariensis,Pteropus_rufus
2421,-0.42,-0.55,-0.39,Rousettus_madagascariensis,Pteropus_rufus
2441,-0.19,-0.31,-0.18,Rousettus_madagascariensis,Pteropus_rufus
2461,-0.12,-0.28,-0.14,Rousettus_madagascariensis,Pteropus_rufus
2481,-0.06,-0.29,-0.17,Rousettus_madagascariensis,Pteropus_rufus
2501,0.1,0.05,0.12,Rousettus_madagascariensis,Pteropus_rufus
2521,0.13,0.05,0.15,Rousettus_madagascariensis,Pteropus_rufus
2541,0.27,0.07,0.1,Rousettus_madagascariensis,Pteropus_rufus
2561,0.3,0.08,0.15,Rousettus_madagascariensis,Pteropus_rufus
2581,0.29,0.12,0.19,Rousettus_madagascariensis,Pteropus_rufus
2601,0.34,0.13,0.17,Rousettus_madagascariensis,Pteropus_rufus
2621,0.35,0.16,0.18,Rousettus_madagascariensis,Pteropus_rufus
2641,0.25,0.06,0.07,Rousettus_madagascariensis,Pteropus_rufus
2661,0.39,0.24,0.24,Rousettus_madagascariensis,Pteropus_rufus
2681,0.39,0.23,0.23,Rousettus_madagascariensis,Pteropus_rufus
2701,0.36,0.15,0.17,Rousettus_madagascariensis,Pteropus_rufus
2721,0.36,0.19,0.2,Rousettus_madagascariensis,Pteropus_rufus
2741,0.29,0.2,0.21,Rousettus_madagascariensis,Pteropus_rufus
2761,0.22,0.16,0.16,Rousettus_madagascariensis,Pteropus_rufus
2781,0.14,0.08,0.07,Rousettus_madagascariensis,Pteropus_rufus
2801,0.15,0.18,0.17,Rousettus_madagascariensis,Pteropus_rufus
2821,0.1,0.17,0.18,Rousettus_madagascariensis,Pteropus_rufus
2841,0.13,0.22,0.24,Rousettus_madagascariensis,Pteropus_rufus
2861,0.03,0.11,0.12,Rousettus_madagascariensis,Pteropus_rufus
2881,0.13,0.24,0.25,Rousettus_madagascariensis,Pteropus_rufus
2901,0.07,0.23,0.24,Rousettus_madagascariensis,Pteropus_rufus
2921,0.15,0.31,0.29,Rousettus_madagascariensis,Pteropus_rufus
2941,0.17,0.39,0.37,Rousettus_madagascariensis,Pteropus_rufus
2961,0.24,0.43,0.41,Rousettus_madagascariensis,Pteropus_rufus
2981,0.28,0.45,0.44,Rousettus_madagascariensis,Pteropus_rufus
3001,0.18,0.38,0.38,Rousettus_madagascariensis,Pteropus_rufus
3021,0.22,0.36,0.34,Rousettus_madagascariensis,Pteropus_rufus
3041,0.23,0.35,0.31,Rousettus_madagascariensis,Pteropus_rufus
3061,0.24,0.4,0.38,Rousettus_madagascariensis,Pteropus_rufus
3081,0.13,0.33,0.3,Rousettus_madagascariensis,Pteropus_rufus
3101,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3121,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3141,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3161,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3181,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3201,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3221,0.17,0.37,0.34,Rousettus_madagascariensis,Pteropus_rufus
3241,0.48,0.34,0.38,Rousettus_madagascariensis,Pteropus_rufus
3261,0.48,0.35,0.37,Rousettus_madagascariensis,Pteropus_rufus
3281,0.53,0.41,0.42,Rousettus_madagascariensis,Pteropus_rufus
3301,0.46,0.33,0.35,Rousettus_madagascariensis,Pteropus_rufus
3321,0.43,0.34,0.36,Rousettus_madagascariensis,Pteropus_rufus
3341,0.41,0.37,0.39,Rousettus_madagascariensis,Pteropus_rufus
3361,0.4,0.42,0.42,Rousettus_madagascariensis,Pteropus_rufus
3381,0.33,0.4,0.41,Rousettus_madagascariensis,Pteropus_rufus
3401,0.36,0.44,0.45,Rousettus_madagascariensis,Pteropus_rufus
3421,0.45,0.52,0.53,Rousettus_madagascariensis,Pteropus_rufus
3441,0.34,0.48,0.49,Rousettus_madagascariensis,Pteropus_rufus
3461,0.29,0.46,0.48,Rousettus_madagascariensis,Pteropus_rufus
3481,0.13,0.39,0.41,Rousettus_madagascariensis,Pteropus_rufus
3501,0.18,0.45,0.46,Rousettus_madagascariensis,Pteropus_rufus
3521,0.25,0.46,0.47,Rousettus_madagascariensis,Pteropus_rufus
3541,0.18,0.35,0.38,Rousettus_madagascariensis,Pteropus_rufus
3561,0.03,0.23,0.26,Rousettus_madagascariensis,Pteropus_rufus
3581,-0.01,0.15,0.19,Rousettus_madagascariensis,Pteropus_rufus
3601,-0.03,0.11,0.14,Rousettus_madagascariensis,Pteropus_rufus
3621,-0.22,0.04,0.06,Rousettus_madagascariensis,Pteropus_rufus
3641,-0.18,0.01,0.03,Rousettus_madagascariensis,Pteropus_rufus
3661,-0.15,0.03,0.05,Rousettus_madagascariensis,Pteropus_rufus
3681,-0.02,0.06,0.09,Rousettus_madagascariensis,Pteropus_rufus
3701,-0.01,-0.02,0.01,Rousettus_madagascariensis,Pteropus_rufus
3721,0.09,0.01,0.07,Rousettus_madagascariensis,Pteropus_rufus
3741,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3761,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3781,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3801,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3821,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3841,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3861,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3881,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3901,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3921,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3941,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3961,0.26,0.18,0.18,Rousettus_madagascariensis,Pteropus_rufus
3981,-0.55,0.02,-0.03,Rousettus_madagascariensis,Pteropus_rufus
4001,-0.34,0.06,0.01,Rousettus_madagascariensis,Pteropus_rufus
4021,-0.45,0.05,0,Rousettus_madagascariensis,Pteropus_rufus
4041,-0.45,0.05,0,Rousettus_madagascariensis,Pteropus_rufus
4061,-0.27,0.1,0.05,Rousettus_madagascariensis,Pteropus_rufus
4081,0.11,0.1,0.02,Rousettus_madagascariensis,Pteropus_rufus
4101,0.34,0.12,0.04,Rousettus_madagascariensis,Pteropus_rufus
4121,0.45,0.14,0.12,Rousettus_madagascariensis,Pteropus_rufus
4141,0.35,0.13,0.12,Rousettus_madagascariensis,Pteropus_rufus
4161,0.38,0.21,0.24,Rousettus_madagascariensis,Pteropus_rufus
4181,0.38,0.21,0.22,Rousettus_madagascariensis,Pteropus_rufus
4201,0.39,0.26,0.25,Rousettus_madagascariensis,Pteropus_rufus
4221,0.37,0.24,0.23,Rousettus_madagascariensis,Pteropus_rufus
4241,0.38,0.18,0.17,Rousettus_madagascariensis,Pteropus_rufus
4261,0.42,0.19,0.15,Rousettus_madagascariensis,Pteropus_rufus
4281,0.37,0.2,0.18,Rousettus_madagascariensis,Pteropus_rufus
4301,0.35,0.23,0.2,Rousettus_madagascariensis,Pteropus_rufus
4321,0.37,0.23,0.19,Rousettus_madagascariensis,Pteropus_rufus
4341,0.45,0.27,0.21,Rousettus_madagascariensis,Pteropus_rufus
4361,0.4,0.15,0.08,Rousettus_madagascariensis,Pteropus_rufus
4381,0.34,0.12,0.07,Rousettus_madagascariensis,Pteropus_rufus
4401,0.24,0.01,-0.03,Rousettus_madagascariensis,Pteropus_rufus
4421,0.24,-0.05,-0.1,Rousettus_madagascariensis,Pteropus_rufus
4441,0.29,0.08,0.04,Rousettus_madagascariensis,Pteropus_rufus
4461,0.25,0.08,0.08,Rousettus_madagascariensis,Pteropus_rufus
4481,0.26,0.08,0.07,Rousettus_madagascariensis,Pteropus_rufus
4501,0.14,-0.04,-0.04,Rousettus_madagascariensis,Pteropus_rufus
4521,0.04,0.05,0.04,Rousettus_madagascariensis,Pteropus_rufus
4541,-0.04,0.06,0.05,Rousettus_madagascariensis,Pteropus_rufus
4561,0.02,0.11,0.1,Rousettus_madagascariensis,Pteropus_rufus
4581,0.08,0.11,0.12,Rousettus_madagascariensis,Pteropus_rufus
4601,0.2,0.19,0.19,Rousettus_madagascariensis,Pteropus_rufus
4621,0.19,0.19,0.2,Rousettus_madagascariensis,Pteropus_rufus
4641,0.03,0.12,0.13,Rousettus_madagascariensis,Pteropus_rufus
4661,0.07,0.1,0.09,Rousettus_madagascariensis,Pteropus_rufus
4681,0.12,0.1,0.05,Rousettus_madagascariensis,Pteropus_rufus
4701,0.34,0.21,0.16,Rousettus_madagascariensis,Pteropus_rufus
4721,0.36,0.11,0.06,Rousettus_madagascariensis,Pteropus_rufus
4741,0.38,0.11,0.06,Rousettus_madagascariensis,Pteropus_rufus
4761,0.37,0.1,0.04,Rousettus_madagascariensis,Pteropus_rufus
4781,0.33,0.05,-0.02,Rousettus_madagascariensis,Pteropus_rufus
4801,0.29,0.01,-0.06,Rousettus_madagascariensis,Pteropus_rufus
4821,0.32,0.07,0.02,Rousettus_madagascariensis,Pteropus_rufus
4841,0.38,0.12,0.08,Rousettus_madagascariensis,Pteropus_rufus
4861,0.38,0.19,0.17,Rousettus_madagascariensis,Pteropus_rufus
4881,0.32,0.15,0.17,Rousettus_madagascariensis,Pteropus_rufus
4901,0.17,0.03,0.06,Rousettus_madagascariensis,Pteropus_rufus
4921,0.02,0.03,0.03,Rousettus_madagascariensis,Pteropus_rufus
4941,0.02,0.06,0.06,Rousettus_madagascariensis,Pteropus_rufus
4961,0.01,0.13,0.15,Rousettus_madagascariensis,Pteropus_rufus
4981,0.11,0.27,0.28,Rousettus_madagascariensis,Pteropus_rufus
5001,0.12,0.28,0.29,Rousettus_madagascariensis,Pteropus_rufus
5021,0.14,0.3,0.28,Rousettus_madagascariensis,Pteropus_rufus
5041,0.17,0.32,0.3,Rousettus_madagascariensis,Pteropus_rufus
5061,0,0.23,0.19,Rousettus_madagascariensis,Pteropus_rufus
5081,0,0.27,0.22,Rousettus_madagascariensis,Pteropus_rufus
5101,0.15,0.36,0.31,Rousettus_madagascariensis,Pteropus_rufus
5121,0.21,0.32,0.28,Rousettus_madagascariensis,Pteropus_rufus
5141,0.27,0.28,0.24,Rousettus_madagascariensis,Pteropus_rufus
5161,0.23,0.17,0.1,Rousettus_madagascariensis,Pteropus_rufus
5181,0.15,0.08,-0.02,Rousettus_madagascariensis,Pteropus_rufus
5201,0.11,0.05,-0.04,Rousettus_madagascariensis,Pteropus_rufus
5221,0.19,0.17,0.12,Rousettus_madagascariensis,Pteropus_rufus
5241,0.1,0.06,0,Rousettus_madagascariensis,Pteropus_rufus
5261,0.21,0.08,0.02,Rousettus_madagascariensis,Pteropus_rufus
5281,0.22,0.07,0.02,Rousettus_madagascariensis,Pteropus_rufus
5301,0.13,-0.07,-0.09,Rousettus_madagascariensis,Pteropus_rufus
5321,0.2,0.08,0.06,Rousettus_madagascariensis,Pteropus_rufus
5341,0.08,0.12,0.08,Rousettus_madagascariensis,Pteropus_rufus
5361,0.07,0.14,0.1,Rousettus_madagascariensis,Pteropus_rufus
5381,0.09,0.12,0.1,Rousettus_madagascariensis,Pteropus_rufus
5401,0.14,0.11,0.1,Rousettus_madagascariensis,Pteropus_rufus
5421,-0.04,-0.06,-0.07,Rousettus_madagascariensis,Pteropus_rufus
5441,0.05,0.04,0.05,Rousettus_madagascariensis,Pteropus_rufus
5461,-0.01,0.04,0.07,Rousettus_madagascariensis,Pteropus_rufus
5481,0.15,0.07,0.09,Rousettus_madagascariensis,Pteropus_rufus
5501,0.23,0.15,0.15,Rousettus_madagascariensis,Pteropus_rufus
5521,0.3,0.19,0.19,Rousettus_madagascariensis,Pteropus_rufus
5541,0.3,0.14,0.17,Rousettus_madagascariensis,Pteropus_rufus
5561,0.4,0.27,0.27,Rousettus_madagascariensis,Pteropus_rufus
5581,0.38,0.32,0.32,Rousettus_madagascariensis,Pteropus_rufus
5601,0.36,0.3,0.28,Rousettus_madagascariensis,Pteropus_rufus
5621,0.39,0.3,0.28,Rousettus_madagascariensis,Pteropus_rufus
5641,0.38,0.3,0.27,Rousettus_madagascariensis,Pteropus_rufus
5661,0.36,0.33,0.3,Rousettus_madagascariensis,Pteropus_rufus
5681,0.33,0.36,0.34,Rousettus_madagascariensis,Pteropus_rufus
5701,0.34,0.34,0.33,Rousettus_madagascariensis,Pteropus_rufus
5721,0.35,0.35,0.35,Rousettus_madagascariensis,Pteropus_rufus
5741,0.4,0.36,0.36,Rousettus_madagascariensis,Pteropus_rufus
5761,0.29,0.28,0.3,Rousettus_madagascariensis,Pteropus_rufus
5781,0.39,0.19,0.22,Rousettus_madagascariensis,Pteropus_rufus
5801,0.46,0.29,0.33,Rousettus_madagascariensis,Pteropus_rufus
5821,0.46,0.24,0.27,Rousettus_madagascariensis,Pteropus_rufus
5841,0.43,0.2,0.24,Rousettus_madagascariensis,Pteropus_rufus
5861,0.48,0.18,0.22,Rousettus_madagascariensis,Pteropus_rufus
5881,0.42,0.02,0.05,Rousettus_madagascariensis,Pteropus_rufus
5901,0.36,-0.08,-0.06,Rousettus_madagascariensis,Pteropus_rufus
5921,0.31,-0.09,-0.07,Rousettus_madagascariensis,Pteropus_rufus
5941,0.29,-0.08,-0.08,Rousettus_madagascariensis,Pteropus_rufus
5961,0.38,0,0.02,Rousettus_madagascariensis,Pteropus_rufus
5981,0.36,0.11,0.14,Rousettus_madagascariensis,Pteropus_rufus
6001,0.18,-0.09,-0.06,Rousettus_madagascariensis,Pteropus_rufus
6021,0.13,-0.04,-0.01,Rousettus_madagascariensis,Pteropus_rufus
6041,0.08,-0.07,-0.06,Rousettus_madagascariensis,Pteropus_rufus
6061,0,-0.17,-0.15,Rousettus_madagascariensis,Pteropus_rufus
6081,-0.18,-0.14,-0.14,Rousettus_madagascariensis,Pteropus_rufus
6101,-0.1,-0.05,-0.05,Rousettus_madagascariensis,Pteropus_rufus
6121,-0.06,-0.13,-0.11,Rousettus_madagascariensis,Pteropus_rufus
6141,-0.06,-0.14,-0.12,Rousettus_madagascariensis,Pteropus_rufus
6161,-0.1,-0.09,-0.09,Rousettus_madagascariensis,Pteropus_rufus
6181,-0.15,-0.15,-0.17,Rousettus_madagascariensis,Pteropus_rufus
6201,0.12,-0.17,-0.17,Rousettus_madagascariensis,Pteropus_rufus
6221,0.23,-0.09,-0.09,Rousettus_madagascariensis,Pteropus_rufus
6241,0.3,-0.13,-0.07,Rousettus_madagascariensis,Pteropus_rufus
6261,0.36,0.06,0.11,Rousettus_madagascariensis,Pteropus_rufus
6281,0.38,0.11,0.18,Rousettus_madagascariensis,Pteropus_rufus
6301,0.37,0.11,0.18,Rousettus_madagascariensis,Pteropus_rufus
6321,0.32,0.06,0.11,Rousettus_madagascariensis,Pteropus_rufus
6341,0.3,-0.02,0.05,Rousettus_madagascariensis,Pteropus_rufus
6361,0.23,-0.15,-0.1,Rousettus_madagascariensis,Pteropus_rufus
6381,0.17,-0.21,-0.13,Rousettus_madagascariensis,Pteropus_rufus
6401,0.02,-0.11,-0.06,Rousettus_madagascariensis,Pteropus_rufus
6421,-0.21,-0.28,-0.24,Rousettus_madagascariensis,Pteropus_rufus
6441,-0.3,-0.17,-0.19,Rousettus_madagascariensis,Pteropus_rufus
6461,-0.54,-0.37,-0.39,Rousettus_madagascariensis,Pteropus_rufus
6481,-0.38,-0.42,-0.44,Rousettus_madagascariensis,Pteropus_rufus
6501,-0.71,-0.49,-0.51,Rousettus_madagascariensis,Pteropus_rufus
6521,-0.61,-0.5,-0.52,Rousettus_madagascariensis,Pteropus_rufus
6541,-0.52,-0.28,-0.3,Rousettus_madagascariensis,Pteropus_rufus
6561,-0.2,-0.11,-0.11,Rousettus_madagascariensis,Pteropus_rufus
6581,-0.14,-0.11,-0.13,Rousettus_madagascariensis,Pteropus_rufus
6601,-0.18,-0.08,-0.09,Rousettus_madagascariensis,Pteropus_rufus
6621,-0.18,-0.04,-0.04,Rousettus_madagascariensis,Pteropus_rufus
6641,-0.22,-0.09,-0.09,Rousettus_madagascariensis,Pteropus_rufus
6661,-0.17,0,0,Rousettus_madagascariensis,Pteropus_rufus
6681,-0.27,-0.07,-0.09,Rousettus_madagascariensis,Pteropus_rufus
6701,-0.07,0.1,0.08,Rousettus_madagascariensis,Pteropus_rufus
6721,-0.06,0.08,0.07,Rousettus_madagascariensis,Pteropus_rufus
6741,-0.15,-0.04,-0.06,Rousettus_madagascariensis,Pteropus_rufus
6761,-0.29,-0.19,-0.21,Rousettus_madagascariensis,Pteropus_rufus
6781,-0.31,-0.06,-0.06,Rousettus_madagascariensis,Pteropus_rufus
6801,-0.3,-0.06,-0.04,Rousettus_madagascariensis,Pteropus_rufus
6821,-0.14,0.03,0.06,Rousettus_madagascariensis,Pteropus_rufus
6841,0.06,0.19,0.2,Rousettus_madagascariensis,Pteropus_rufus
6861,0.05,0.08,0.09,Rousettus_madagascariensis,Pteropus_rufus
6881,0.1,0.17,0.2,Rousettus_madagascariensis,Pteropus_rufus
6901,-0.04,-0.01,0.04,Rousettus_madagascariensis,Pteropus_rufus
6921,-0.06,0.03,0.08,Rousettus_madagascariensis,Pteropus_rufus
6941,0.09,0.23,0.29,Rousettus_madagascariensis,Pteropus_rufus
6961,0.11,0.3,0.35,Rousettus_madagascariensis,Pteropus_rufus
6981,0.12,0.23,0.26,Rousettus_madagascariensis,Pteropus_rufus
7001,0.13,0.16,0.18,Rousettus_madagascariensis,Pteropus_rufus
7021,0.1,0.13,0.13,Rousettus_madagascariensis,Pteropus_rufus
7041,0,-0.11,-0.09,Rousettus_madagascariensis,Pteropus_rufus
7061,0.04,0,0.02,Rousettus_madagascariensis,Pteropus_rufus
7081,0.11,-0.01,0.01,Rousettus_madagascariensis,Pteropus_rufus
7101,0.26,-0.02,-0.02,Rousettus_madagascariensis,Pteropus_rufus
7121,0.31,-0.04,-0.06,Rousettus_madagascariensis,Pteropus_rufus
7141,0.2,-0.36,-0.41,Rousettus_madagascariensis,Pteropus_rufus
7161,0.19,-0.34,-0.4,Rousettus_madagascariensis,Pteropus_rufus
7181,0.31,-0.07,-0.1,Rousettus_madagascariensis,Pteropus_rufus
7201,0.44,0.15,0.14,Rousettus_madagascariensis,Pteropus_rufus
7221,0.44,0.17,0.19,Rousettus_madagascariensis,Pteropus_rufus
7241,0.45,0.29,0.3,Rousettus_madagascariensis,Pteropus_rufus
7261,0.49,0.32,0.34,Rousettus_madagascariensis,Pteropus_rufus
7281,0.55,0.4,0.42,Rousettus_madagascariensis,Pteropus_rufus
7301,0.56,0.46,0.47,Rousettus_madagascariensis,Pteropus_rufus
7321,0.57,0.56,0.57,Rousettus_madagascariensis,Pteropus_rufus
7341,0.61,0.61,0.62,Rousettus_madagascariensis,Pteropus_rufus
7361,0.63,0.56,0.57,Rousettus_madagascariensis,Pteropus_rufus
7381,0.58,0.51,0.52,Rousettus_madagascariensis,Pteropus_rufus
7401,0.52,0.51,0.51,Rousettus_madagascariensis,Pteropus_rufus
7421,0.55,0.52,0.5,Rousettus_madagascariensis,Pteropus_rufus
7441,0.57,0.53,0.5,Rousettus_madagascariensis,Pteropus_rufus
7461,0.58,0.52,0.45,Rousettus_madagascariensis,Pteropus_rufus
7481,0.56,0.44,0.37,Rousettus_madagascariensis,Pteropus_rufus
7501,0.54,0.41,0.35,Rousettus_madagascariensis,Pteropus_rufus
7521,0.53,0.35,0.3,Rousettus_madagascariensis,Pteropus_rufus
7541,0.54,0.35,0.29,Rousettus_madagascariensis,Pteropus_rufus
7561,0.56,0.38,0.32,Rousettus_madagascariensis,Pteropus_rufus
7581,0.53,0.36,0.32,Rousettus_madagascariensis,Pteropus_rufus
7601,0.55,0.3,0.27,Rousettus_madagascariensis,Pteropus_rufus
7621,0.53,0.33,0.29,Rousettus_madagascariensis,Pteropus_rufus
7641,0.45,0.26,0.24,Rousettus_madagascariensis,Pteropus_rufus
