CenterPos,Eidolon_helvum,GX2018-BtCoV92,HKU9,GCCDC1,Alternate,Alternate_ID,Query
2561,0.73,0.78,0.7,0.69,0.73,Rousettus_madagascariensis,Pteropus_rufus
2581,0.71,0.75,0.69,0.68,0.71,Rousettus_madagascariensis,Pteropus_rufus
2601,0.68,0.77,0.71,0.7,0.68,Rousettus_madagascariensis,Pteropus_rufus
2621,0.75,0.79,0.78,0.75,0.75,Rousettus_madagascariensis,Pteropus_rufus
2641,0.75,0.77,0.79,0.79,0.75,Rousettus_madagascariensis,Pteropus_rufus
2661,0.72,0.74,0.75,0.76,0.7,Rousettus_madagascariensis,Pteropus_rufus
2681,0.77,0.73,0.77,0.83,0.75,Rousettus_madagascariensis,Pteropus_rufus
2701,0.78,0.76,0.81,0.86,0.78,Rousettus_madagascariensis,Pteropus_rufus
2721,0.82,0.74,0.81,0.88,0.82,Rousettus_madagascariensis,Pteropus_rufus
2741,0.8,0.74,0.79,0.85,0.8,Rousettus_madagascariensis,Pteropus_rufus
2761,0.78,0.69,0.74,0.82,0.78,Rousettus_madagascariensis,Pteropus_rufus
2781,0.74,0.6,0.67,0.73,0.75,Rousettus_madagascariensis,Pteropus_rufus
2801,0.74,0.57,0.64,0.69,0.74,Rousettus_madagascariensis,Pteropus_rufus
2821,0.66,0.5,0.56,0.61,0.66,Rousettus_madagascariensis,Pteropus_rufus
2841,0.6,0.47,0.54,0.57,0.6,Rousettus_madagascariensis,Pteropus_rufus
2861,0.6,0.44,0.54,0.56,0.63,Rousettus_madagascariensis,Pteropus_rufus
2881,0.64,0.56,0.64,0.6,0.65,Rousettus_madagascariensis,Pteropus_rufus
2901,0.67,0.6,0.67,0.59,0.66,Rousettus_madagascariensis,Pteropus_rufus
2921,0.59,0.63,0.66,0.53,0.59,Rousettus_madagascariensis,Pteropus_rufus
2941,0.6,0.59,0.67,0.53,0.59,Rousettus_madagascariensis,Pteropus_rufus
2961,0.62,0.66,0.73,0.62,0.61,Rousettus_madagascariensis,Pteropus_rufus
2981,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3001,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3021,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3041,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3061,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3081,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3101,0.62,0.67,0.71,0.61,0.61,Rousettus_madagascariensis,Pteropus_rufus
3121,0.68,0.65,0.64,0.7,0.68,Rousettus_madagascariensis,Pteropus_rufus
3141,0.68,0.69,0.65,0.74,0.68,Rousettus_madagascariensis,Pteropus_rufus
3161,0.72,0.68,0.65,0.75,0.72,Rousettus_madagascariensis,Pteropus_rufus
3181,0.77,0.76,0.73,0.81,0.77,Rousettus_madagascariensis,Pteropus_rufus
3201,0.8,0.79,0.77,0.83,0.8,Rousettus_madagascariensis,Pteropus_rufus
3221,0.82,0.83,0.81,0.86,0.82,Rousettus_madagascariensis,Pteropus_rufus
3241,0.85,0.82,0.81,0.87,0.85,Rousettus_madagascariensis,Pteropus_rufus
3261,0.84,0.79,0.78,0.84,0.84,Rousettus_madagascariensis,Pteropus_rufus
3281,0.82,0.77,0.77,0.79,0.82,Rousettus_madagascariensis,Pteropus_rufus
3301,0.84,0.8,0.8,0.8,0.84,Rousettus_madagascariensis,Pteropus_rufus
3321,0.84,0.83,0.82,0.81,0.84,Rousettus_madagascariensis,Pteropus_rufus
3341,0.86,0.82,0.82,0.79,0.86,Rousettus_madagascariensis,Pteropus_rufus
3361,0.86,0.86,0.86,0.81,0.86,Rousettus_madagascariensis,Pteropus_rufus
3381,0.82,0.85,0.85,0.77,0.82,Rousettus_madagascariensis,Pteropus_rufus
3401,0.78,0.85,0.85,0.79,0.78,Rousettus_madagascariensis,Pteropus_rufus
3421,0.72,0.79,0.79,0.73,0.72,Rousettus_madagascariensis,Pteropus_rufus
3441,0.7,0.79,0.79,0.72,0.7,Rousettus_madagascariensis,Pteropus_rufus
3461,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3481,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3501,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3521,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3541,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3561,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3581,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3601,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3621,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3641,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3661,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3681,0.75,0.84,0.82,0.77,0.75,Rousettus_madagascariensis,Pteropus_rufus
3701,0.51,0.62,0.63,0.53,0.54,Rousettus_madagascariensis,Pteropus_rufus
3721,0.62,0.7,0.71,0.58,0.65,Rousettus_madagascariensis,Pteropus_rufus
3741,0.62,0.7,0.71,0.58,0.65,Rousettus_madagascariensis,Pteropus_rufus
3761,0.64,0.71,0.69,0.6,0.67,Rousettus_madagascariensis,Pteropus_rufus
3781,0.64,0.72,0.68,0.64,0.66,Rousettus_madagascariensis,Pteropus_rufus
3801,0.66,0.71,0.66,0.65,0.68,Rousettus_madagascariensis,Pteropus_rufus
3821,0.72,0.72,0.67,0.68,0.72,Rousettus_madagascariensis,Pteropus_rufus
3841,0.69,0.72,0.67,0.71,0.7,Rousettus_madagascariensis,Pteropus_rufus
3861,0.73,0.8,0.77,0.78,0.73,Rousettus_madagascariensis,Pteropus_rufus
3881,0.7,0.78,0.76,0.74,0.7,Rousettus_madagascariensis,Pteropus_rufus
3901,0.76,0.82,0.79,0.8,0.76,Rousettus_madagascariensis,Pteropus_rufus
3921,0.73,0.81,0.78,0.77,0.73,Rousettus_madagascariensis,Pteropus_rufus
3941,0.73,0.8,0.78,0.77,0.73,Rousettus_madagascariensis,Pteropus_rufus
3961,0.74,0.81,0.79,0.78,0.74,Rousettus_madagascariensis,Pteropus_rufus
3981,0.74,0.8,0.79,0.76,0.74,Rousettus_madagascariensis,Pteropus_rufus
4001,0.71,0.8,0.8,0.78,0.71,Rousettus_madagascariensis,Pteropus_rufus
4021,0.72,0.81,0.81,0.79,0.72,Rousettus_madagascariensis,Pteropus_rufus
4041,0.71,0.8,0.8,0.75,0.71,Rousettus_madagascariensis,Pteropus_rufus
4061,0.65,0.71,0.72,0.68,0.65,Rousettus_madagascariensis,Pteropus_rufus
4081,0.68,0.74,0.73,0.73,0.68,Rousettus_madagascariensis,Pteropus_rufus
4101,0.66,0.72,0.71,0.71,0.66,Rousettus_madagascariensis,Pteropus_rufus
4121,0.7,0.75,0.72,0.74,0.7,Rousettus_madagascariensis,Pteropus_rufus
4141,0.75,0.79,0.76,0.78,0.75,Rousettus_madagascariensis,Pteropus_rufus
4161,0.71,0.75,0.7,0.72,0.71,Rousettus_madagascariensis,Pteropus_rufus
4181,0.77,0.8,0.76,0.78,0.77,Rousettus_madagascariensis,Pteropus_rufus
4201,0.79,0.81,0.77,0.77,0.79,Rousettus_madagascariensis,Pteropus_rufus
4221,0.81,0.85,0.79,0.79,0.81,Rousettus_madagascariensis,Pteropus_rufus
4241,0.83,0.87,0.81,0.83,0.83,Rousettus_madagascariensis,Pteropus_rufus
4261,0.89,0.93,0.88,0.89,0.89,Rousettus_madagascariensis,Pteropus_rufus
4281,0.88,0.91,0.86,0.87,0.88,Rousettus_madagascariensis,Pteropus_rufus
4301,0.88,0.91,0.85,0.87,0.88,Rousettus_madagascariensis,Pteropus_rufus
4321,0.87,0.9,0.85,0.87,0.87,Rousettus_madagascariensis,Pteropus_rufus
4341,0.87,0.9,0.86,0.86,0.88,Rousettus_madagascariensis,Pteropus_rufus
4361,0.91,0.94,0.91,0.91,0.91,Rousettus_madagascariensis,Pteropus_rufus
4381,0.91,0.94,0.91,0.91,0.91,Rousettus_madagascariensis,Pteropus_rufus
4401,0.94,0.95,0.92,0.92,0.94,Rousettus_madagascariensis,Pteropus_rufus
4421,0.93,0.93,0.91,0.92,0.93,Rousettus_madagascariensis,Pteropus_rufus
4441,0.93,0.91,0.89,0.91,0.93,Rousettus_madagascariensis,Pteropus_rufus
4461,0.93,0.9,0.88,0.91,0.93,Rousettus_madagascariensis,Pteropus_rufus
4481,0.95,0.93,0.93,0.93,0.95,Rousettus_madagascariensis,Pteropus_rufus
4501,0.93,0.91,0.91,0.91,0.93,Rousettus_madagascariensis,Pteropus_rufus
4521,0.95,0.93,0.93,0.91,0.95,Rousettus_madagascariensis,Pteropus_rufus
4541,0.9,0.86,0.86,0.85,0.9,Rousettus_madagascariensis,Pteropus_rufus
4561,0.9,0.87,0.87,0.83,0.9,Rousettus_madagascariensis,Pteropus_rufus
4581,0.89,0.86,0.85,0.82,0.89,Rousettus_madagascariensis,Pteropus_rufus
4601,0.89,0.87,0.87,0.84,0.89,Rousettus_madagascariensis,Pteropus_rufus
4621,0.91,0.89,0.89,0.86,0.91,Rousettus_madagascariensis,Pteropus_rufus
4641,0.93,0.91,0.89,0.88,0.93,Rousettus_madagascariensis,Pteropus_rufus
4661,0.93,0.91,0.9,0.88,0.93,Rousettus_madagascariensis,Pteropus_rufus
4681,0.93,0.92,0.9,0.89,0.93,Rousettus_madagascariensis,Pteropus_rufus
4701,0.95,0.93,0.92,0.9,0.95,Rousettus_madagascariensis,Pteropus_rufus
4721,0.95,0.93,0.9,0.92,0.95,Rousettus_madagascariensis,Pteropus_rufus
4741,0.99,0.99,0.96,0.97,0.99,Rousettus_madagascariensis,Pteropus_rufus
4761,0.97,0.97,0.94,0.97,0.97,Rousettus_madagascariensis,Pteropus_rufus
4781,0.97,0.97,0.95,0.97,0.97,Rousettus_madagascariensis,Pteropus_rufus
4801,0.97,0.97,0.95,0.97,0.97,Rousettus_madagascariensis,Pteropus_rufus
4821,0.97,0.97,0.95,0.97,0.97,Rousettus_madagascariensis,Pteropus_rufus
4841,0.98,0.98,0.96,0.98,0.98,Rousettus_madagascariensis,Pteropus_rufus
4861,0.96,0.96,0.95,0.96,0.96,Rousettus_madagascariensis,Pteropus_rufus
4881,0.95,0.96,0.94,0.95,0.95,Rousettus_madagascariensis,Pteropus_rufus
4901,0.95,0.96,0.94,0.95,0.95,Rousettus_madagascariensis,Pteropus_rufus
4921,0.95,0.96,0.94,0.95,0.95,Rousettus_madagascariensis,Pteropus_rufus
4941,0.95,0.95,0.93,0.94,0.95,Rousettus_madagascariensis,Pteropus_rufus
4961,0.97,0.97,0.94,0.96,0.97,Rousettus_madagascariensis,Pteropus_rufus
4981,0.97,0.97,0.94,0.96,0.97,Rousettus_madagascariensis,Pteropus_rufus
5001,0.95,0.95,0.93,0.94,0.94,Rousettus_madagascariensis,Pteropus_rufus
5021,0.94,0.94,0.93,0.93,0.93,Rousettus_madagascariensis,Pteropus_rufus
5041,0.93,0.94,0.93,0.92,0.91,Rousettus_madagascariensis,Pteropus_rufus
5061,0.91,0.92,0.92,0.94,0.9,Rousettus_madagascariensis,Pteropus_rufus
5081,0.92,0.9,0.92,0.95,0.9,Rousettus_madagascariensis,Pteropus_rufus
5101,0.92,0.9,0.92,0.93,0.9,Rousettus_madagascariensis,Pteropus_rufus
5121,0.92,0.9,0.93,0.93,0.9,Rousettus_madagascariensis,Pteropus_rufus
5141,0.92,0.92,0.95,0.95,0.9,Rousettus_madagascariensis,Pteropus_rufus
5161,0.89,0.89,0.92,0.92,0.88,Rousettus_madagascariensis,Pteropus_rufus
5181,0.88,0.9,0.94,0.94,0.87,Rousettus_madagascariensis,Pteropus_rufus
5201,0.89,0.91,0.94,0.92,0.89,Rousettus_madagascariensis,Pteropus_rufus
5221,0.87,0.9,0.92,0.9,0.87,Rousettus_madagascariensis,Pteropus_rufus
5241,0.89,0.89,0.91,0.91,0.89,Rousettus_madagascariensis,Pteropus_rufus
5261,0.92,0.92,0.92,0.91,0.92,Rousettus_madagascariensis,Pteropus_rufus
5281,0.91,0.94,0.94,0.9,0.91,Rousettus_madagascariensis,Pteropus_rufus
5301,0.88,0.91,0.91,0.88,0.88,Rousettus_madagascariensis,Pteropus_rufus
5321,0.88,0.91,0.91,0.88,0.88,Rousettus_madagascariensis,Pteropus_rufus
5341,0.83,0.88,0.88,0.87,0.83,Rousettus_madagascariensis,Pteropus_rufus
5361,0.86,0.9,0.9,0.89,0.86,Rousettus_madagascariensis,Pteropus_rufus
5381,0.86,0.9,0.89,0.88,0.86,Rousettus_madagascariensis,Pteropus_rufus
5401,0.86,0.9,0.89,0.89,0.86,Rousettus_madagascariensis,Pteropus_rufus
5421,0.87,0.91,0.91,0.91,0.87,Rousettus_madagascariensis,Pteropus_rufus
5441,0.85,0.91,0.91,0.89,0.85,Rousettus_madagascariensis,Pteropus_rufus
5461,0.83,0.89,0.89,0.87,0.83,Rousettus_madagascariensis,Pteropus_rufus
5481,0.79,0.86,0.86,0.83,0.79,Rousettus_madagascariensis,Pteropus_rufus
5501,0.84,0.87,0.89,0.84,0.84,Rousettus_madagascariensis,Pteropus_rufus
5521,0.83,0.86,0.88,0.83,0.83,Rousettus_madagascariensis,Pteropus_rufus
5541,0.88,0.89,0.91,0.84,0.88,Rousettus_madagascariensis,Pteropus_rufus
5561,0.87,0.87,0.9,0.82,0.87,Rousettus_madagascariensis,Pteropus_rufus
5581,0.86,0.84,0.9,0.82,0.86,Rousettus_madagascariensis,Pteropus_rufus
5601,0.88,0.86,0.92,0.84,0.88,Rousettus_madagascariensis,Pteropus_rufus
5621,0.89,0.86,0.91,0.84,0.89,Rousettus_madagascariensis,Pteropus_rufus
5641,0.88,0.84,0.89,0.83,0.88,Rousettus_madagascariensis,Pteropus_rufus
5661,0.87,0.83,0.88,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
5681,0.9,0.85,0.9,0.87,0.9,Rousettus_madagascariensis,Pteropus_rufus
5701,0.88,0.86,0.89,0.89,0.88,Rousettus_madagascariensis,Pteropus_rufus
5721,0.89,0.85,0.88,0.89,0.89,Rousettus_madagascariensis,Pteropus_rufus
5741,0.87,0.85,0.87,0.9,0.87,Rousettus_madagascariensis,Pteropus_rufus
5761,0.86,0.83,0.84,0.88,0.86,Rousettus_madagascariensis,Pteropus_rufus
5781,0.89,0.87,0.85,0.9,0.89,Rousettus_madagascariensis,Pteropus_rufus
5801,0.87,0.84,0.83,0.9,0.87,Rousettus_madagascariensis,Pteropus_rufus
5821,0.87,0.82,0.82,0.88,0.87,Rousettus_madagascariensis,Pteropus_rufus
5841,0.9,0.86,0.83,0.91,0.9,Rousettus_madagascariensis,Pteropus_rufus
5861,0.91,0.87,0.84,0.92,0.91,Rousettus_madagascariensis,Pteropus_rufus
5881,0.91,0.87,0.84,0.92,0.91,Rousettus_madagascariensis,Pteropus_rufus
5901,0.92,0.88,0.85,0.92,0.92,Rousettus_madagascariensis,Pteropus_rufus
5921,0.93,0.91,0.88,0.91,0.93,Rousettus_madagascariensis,Pteropus_rufus
5941,0.93,0.88,0.86,0.87,0.93,Rousettus_madagascariensis,Pteropus_rufus
5961,0.92,0.88,0.86,0.88,0.92,Rousettus_madagascariensis,Pteropus_rufus
5981,0.92,0.88,0.86,0.88,0.92,Rousettus_madagascariensis,Pteropus_rufus
6001,0.91,0.87,0.86,0.85,0.91,Rousettus_madagascariensis,Pteropus_rufus
6021,0.93,0.89,0.87,0.89,0.93,Rousettus_madagascariensis,Pteropus_rufus
6041,0.91,0.87,0.86,0.82,0.91,Rousettus_madagascariensis,Pteropus_rufus
6061,0.93,0.89,0.88,0.85,0.93,Rousettus_madagascariensis,Pteropus_rufus
6081,0.92,0.89,0.89,0.84,0.92,Rousettus_madagascariensis,Pteropus_rufus
6101,0.92,0.89,0.89,0.85,0.92,Rousettus_madagascariensis,Pteropus_rufus
6121,0.89,0.86,0.86,0.83,0.89,Rousettus_madagascariensis,Pteropus_rufus
6141,0.9,0.88,0.89,0.84,0.9,Rousettus_madagascariensis,Pteropus_rufus
6161,0.9,0.9,0.91,0.87,0.9,Rousettus_madagascariensis,Pteropus_rufus
6181,0.88,0.89,0.89,0.86,0.88,Rousettus_madagascariensis,Pteropus_rufus
6201,0.91,0.91,0.91,0.87,0.91,Rousettus_madagascariensis,Pteropus_rufus
6221,0.89,0.91,0.92,0.87,0.89,Rousettus_madagascariensis,Pteropus_rufus
6241,0.91,0.94,0.95,0.93,0.91,Rousettus_madagascariensis,Pteropus_rufus
6261,0.86,0.91,0.92,0.89,0.86,Rousettus_madagascariensis,Pteropus_rufus
6281,0.82,0.87,0.89,0.87,0.82,Rousettus_madagascariensis,Pteropus_rufus
6301,0.81,0.87,0.88,0.87,0.81,Rousettus_madagascariensis,Pteropus_rufus
6321,0.81,0.89,0.9,0.89,0.81,Rousettus_madagascariensis,Pteropus_rufus
6341,0.82,0.85,0.89,0.91,0.82,Rousettus_madagascariensis,Pteropus_rufus
6361,0.82,0.81,0.83,0.85,0.82,Rousettus_madagascariensis,Pteropus_rufus
6381,0.84,0.83,0.85,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
6401,0.83,0.79,0.84,0.85,0.83,Rousettus_madagascariensis,Pteropus_rufus
6421,0.83,0.79,0.81,0.84,0.83,Rousettus_madagascariensis,Pteropus_rufus
6441,0.79,0.74,0.78,0.81,0.79,Rousettus_madagascariensis,Pteropus_rufus
6461,0.84,0.75,0.78,0.82,0.84,Rousettus_madagascariensis,Pteropus_rufus
6481,0.89,0.78,0.81,0.86,0.89,Rousettus_madagascariensis,Pteropus_rufus
6501,0.87,0.73,0.77,0.8,0.86,Rousettus_madagascariensis,Pteropus_rufus
6521,0.89,0.76,0.79,0.83,0.89,Rousettus_madagascariensis,Pteropus_rufus
6541,0.87,0.73,0.77,0.79,0.87,Rousettus_madagascariensis,Pteropus_rufus
6561,0.87,0.73,0.77,0.79,0.87,Rousettus_madagascariensis,Pteropus_rufus
6581,0.87,0.73,0.77,0.79,0.87,Rousettus_madagascariensis,Pteropus_rufus
6601,0.87,0.73,0.77,0.79,0.87,Rousettus_madagascariensis,Pteropus_rufus
6621,0.87,0.73,0.77,0.79,0.87,Rousettus_madagascariensis,Pteropus_rufus
6641,0.87,0.73,0.77,0.79,0.87,Rousettus_madagascariensis,Pteropus_rufus
6661,0.76,0.72,0.71,0.83,0.76,Rousettus_madagascariensis,Pteropus_rufus
6681,0.75,0.75,0.71,0.83,0.75,Rousettus_madagascariensis,Pteropus_rufus
6701,0.73,0.72,0.69,0.82,0.73,Rousettus_madagascariensis,Pteropus_rufus
6721,0.73,0.69,0.69,0.81,0.74,Rousettus_madagascariensis,Pteropus_rufus
6741,0.75,0.76,0.71,0.84,0.76,Rousettus_madagascariensis,Pteropus_rufus
6761,0.82,0.82,0.79,0.84,0.82,Rousettus_madagascariensis,Pteropus_rufus
6781,0.83,0.79,0.75,0.81,0.83,Rousettus_madagascariensis,Pteropus_rufus
6801,0.81,0.75,0.75,0.76,0.81,Rousettus_madagascariensis,Pteropus_rufus
6821,0.86,0.82,0.83,0.81,0.86,Rousettus_madagascariensis,Pteropus_rufus
6841,0.9,0.83,0.84,0.8,0.9,Rousettus_madagascariensis,Pteropus_rufus
6861,0.92,0.83,0.85,0.82,0.92,Rousettus_madagascariensis,Pteropus_rufus
6881,0.92,0.8,0.87,0.83,0.92,Rousettus_madagascariensis,Pteropus_rufus
6901,0.93,0.81,0.88,0.86,0.93,Rousettus_madagascariensis,Pteropus_rufus
6921,0.92,0.81,0.87,0.85,0.92,Rousettus_madagascariensis,Pteropus_rufus
6941,0.92,0.8,0.88,0.85,0.92,Rousettus_madagascariensis,Pteropus_rufus
6961,0.91,0.77,0.86,0.82,0.91,Rousettus_madagascariensis,Pteropus_rufus
6981,0.88,0.79,0.87,0.85,0.87,Rousettus_madagascariensis,Pteropus_rufus
7001,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7021,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7041,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7061,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7081,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7101,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7121,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7141,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7161,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7181,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7201,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7221,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7241,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7261,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7281,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7301,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7321,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7341,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7361,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7381,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7401,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7421,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7441,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7461,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7481,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7501,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7521,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7541,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7561,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7581,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7601,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7621,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7641,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7661,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7681,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7701,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7721,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7741,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7761,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7781,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7801,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7821,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7841,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7861,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7881,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7901,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7921,0.91,0.84,0.89,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
7941,0.81,0.67,0.71,0.77,0.76,Rousettus_madagascariensis,Pteropus_rufus
7961,0.81,0.67,0.71,0.77,0.76,Rousettus_madagascariensis,Pteropus_rufus
7981,0.81,0.67,0.71,0.77,0.76,Rousettus_madagascariensis,Pteropus_rufus
8001,0.81,0.67,0.71,0.77,0.76,Rousettus_madagascariensis,Pteropus_rufus
8021,0.82,0.73,0.72,0.84,0.84,Rousettus_madagascariensis,Pteropus_rufus
8041,0.81,0.74,0.74,0.86,0.84,Rousettus_madagascariensis,Pteropus_rufus
8061,0.84,0.75,0.81,0.88,0.86,Rousettus_madagascariensis,Pteropus_rufus
8081,0.89,0.78,0.82,0.89,0.87,Rousettus_madagascariensis,Pteropus_rufus
8101,0.87,0.77,0.82,0.87,0.87,Rousettus_madagascariensis,Pteropus_rufus
8121,0.9,0.8,0.81,0.88,0.92,Rousettus_madagascariensis,Pteropus_rufus
8141,0.89,0.83,0.85,0.91,0.91,Rousettus_madagascariensis,Pteropus_rufus
8161,0.87,0.8,0.8,0.88,0.89,Rousettus_madagascariensis,Pteropus_rufus
8181,0.8,0.81,0.79,0.88,0.84,Rousettus_madagascariensis,Pteropus_rufus
8201,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8221,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8241,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8261,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8281,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8301,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8321,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8341,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8361,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8381,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8401,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8421,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8441,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8461,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8481,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8501,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8521,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8541,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8561,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8581,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8601,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
