CenterPos,Eidolon_helvum,HKU9,Alternate,Alternate_ID,Query
7341,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7361,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7381,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7401,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7421,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7441,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7461,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7481,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7501,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7521,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7541,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7561,0.58,0.61,0.69,R_madagascariensis,Pteropus_rufus
7581,0.58,0.61,0.69,R_madagascariensis,Pteropus_rufus
7601,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7621,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7641,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7661,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7681,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7701,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7721,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7741,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7761,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7781,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7801,0.66,0.63,0.77,R_madagascariensis,Pteropus_rufus
7821,0.8,0.68,0.68,R_madagascariensis,Pteropus_rufus
7841,0.8,0.68,0.73,R_madagascariensis,Pteropus_rufus
7861,0.78,0.68,0.73,R_madagascariensis,Pteropus_rufus
7881,0.81,0.62,0.73,R_madagascariensis,Pteropus_rufus
7901,0.78,0.62,0.72,R_madagascariensis,Pteropus_rufus
7921,0.81,0.69,0.81,R_madagascariensis,Pteropus_rufus
7941,0.82,0.7,0.84,R_madagascariensis,Pteropus_rufus
7961,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
7981,0.87,0.8,0.85,R_madagascariensis,Pteropus_rufus
8001,0.87,0.81,0.87,R_madagascariensis,Pteropus_rufus
8021,0.86,0.8,0.88,R_madagascariensis,Pteropus_rufus
8041,0.9,0.85,0.92,R_madagascariensis,Pteropus_rufus
8061,0.89,0.83,0.91,R_madagascariensis,Pteropus_rufus
8081,0.83,0.79,0.87,R_madagascariensis,Pteropus_rufus
8101,0.82,0.77,0.86,R_madagascariensis,Pteropus_rufus
8121,0.81,0.73,0.83,R_madagascariensis,Pteropus_rufus
8141,0.72,0.64,0.82,R_madagascariensis,Pteropus_rufus
8161,0.72,0.64,0.82,R_madagascariensis,Pteropus_rufus
8181,0.72,0.64,0.82,R_madagascariensis,Pteropus_rufus
8201,0.73,0.68,0.86,R_madagascariensis,Pteropus_rufus
8221,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8241,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8261,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8281,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8301,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8321,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8341,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8361,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8381,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8401,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8421,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8441,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8461,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8481,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8501,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8521,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8541,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8561,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8581,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8601,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8621,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8641,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8661,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8681,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8701,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8721,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8741,0.73,0.71,0.84,R_madagascariensis,Pteropus_rufus
8761,0.75,0.77,0.72,R_madagascariensis,Pteropus_rufus
8781,0.74,0.75,0.72,R_madagascariensis,Pteropus_rufus
8801,0.72,0.75,0.72,R_madagascariensis,Pteropus_rufus
8821,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8841,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8861,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8881,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8901,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8921,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8941,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8961,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
8981,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
9001,0.87,0.86,0.85,R_madagascariensis,Pteropus_rufus
9021,0.85,0.81,0.83,R_madagascariensis,Pteropus_rufus
9041,0.86,0.84,0.84,R_madagascariensis,Pteropus_rufus
9061,0.83,0.83,0.83,R_madagascariensis,Pteropus_rufus
9081,0.83,0.83,0.85,R_madagascariensis,Pteropus_rufus
9101,0.85,0.85,0.87,R_madagascariensis,Pteropus_rufus
9121,0.83,0.81,0.85,R_madagascariensis,Pteropus_rufus
9141,0.81,0.8,0.83,R_madagascariensis,Pteropus_rufus
9161,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9181,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9201,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9221,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9241,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9261,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9281,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9301,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9321,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9341,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9361,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9381,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9401,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9421,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9441,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9461,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9481,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9501,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9521,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9541,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9561,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9581,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9601,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9621,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9641,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9661,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9681,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9701,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
9721,0.85,0.78,0.87,R_madagascariensis,Pteropus_rufus
